uid,video_id,start_seconds,stop_seconds,narration,verb,noun,location
900,P01_06,341.98,343.47,rinse spoon,rinse,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
901,P01_06,344.05,345,take sponge,take,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
902,P01_06,345.07,352.28,squeeze sponge,squeeze,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
903,P01_06,347.07,360.01,continue squeezing sponge,squeeze,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
904,P01_06,360.9,361.8,take cloth,take,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
905,P01_06,363,363.72,put down sponge,put-down,sponge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
906,P01_06,363.88,365.49,rinse cloth,rinse,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
907,P01_06,365.22,366.21,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
908,P01_06,369.93,381,wipe counter,wipe,counter,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
909,P01_06,381.1,388.5,wipe sink,wipe,sink,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
910,P01_06,389.44,391.09,continue wiping sink,wipe,sink,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
911,P01_06,391.19,393.19,squeeze cloth,squeeze,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
912,P01_06,393.29,399.89,wipe sink,wipe,sink,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
913,P01_06,399.99,406.54,continue wiping sink,wipe,sink,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
914,P01_06,407.09000000000003,408.44,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
915,P01_06,408.53,410.99,rinse cloth,rinse,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
916,P01_06,410.64,412.2,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
917,P01_06,414.74,441.39,wipe cooker,wipe,cooker,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
918,P01_06,422,443.25,continue wiping cooker,wipe,cooker,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
919,P01_06,443.29,445.15,wipe counter,wipe,counter,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
920,P01_06,445.69,446.79,turn on tap,turn-on,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
921,P01_06,446.65,448.65,rinse cloth,rinse,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
922,P01_06,448.75,469.25,wash sink,wash,sink,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
923,P01_06,469.24,470.26,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
924,P01_06,469.58,473.21,squeeze cloth,squeeze,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
925,P01_06,475.40999999999997,479.76,dry hands,dry,hand,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
926,P01_06,480.88,485.89,hang cloth,hang,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
927,P01_06,487.6,488.79,take bottle,take,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_06.MP4
928,P01_07,0.71,1.49,switch on lights,switch-on,light,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
929,P01_07,1.45,2.73,adjust lights,adjust,light,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
930,P01_07,3.36,4.9,close door,close,door,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
931,P01_07,8.77,10.52,throw something into bin,throw,door,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
932,P01_07,13.18,14.77,take knife,take,knife,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
933,P01_07,14.87,16.5,take tong,take,tong,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
934,P01_07,16.6,19.37,take cutlery,take,cutlery,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
935,P01_07,21.04,22.1,open drawer,open,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
936,P01_07,22.12,28.18,put cutlery into drawer,put,cutlery,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
937,P01_07,28.47,31.64,take table cloth,take,cloth:table,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
938,P01_07,32.42,34.33,unfold table cloth,unfold,cloth:table,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
939,P01_07,34.19,37.71,lay table cloth down,lay,cloth:table,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
940,P01_07,39.19,41.43,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
941,P01_07,42.56,43.54,put down spoon,put-down,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
942,P01_07,44.24,45.63,take cutting board,take,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
943,P01_07,46,49.28,take cutting board,take,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
944,P01_07,49.21,50.59,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
945,P01_07,49.52,55.95,put cutting boards into cupboard,put,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
946,P01_07,56.05,57.11,close cupboard.,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
947,P01_07,57.47,58.79,take plate.,take,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
948,P01_07,59.45,60.43,open cupboard.,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
949,P01_07,60.64,63.12,put plate into cupboard.,put,plate,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
950,P01_07,63.08,63.96,take cup.,take,cup,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
951,P01_07,63.95,64.79,close cupboard.,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
952,P01_07,65.29,66.3,put cup down.,put,cup,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
953,P01_07,67.13,69.19,take saucepan.,take,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
954,P01_07,69.48,71.02,take pan.,take,pan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
955,P01_07,71.68,75,open cupboard.,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
956,P01_07,75.44,76.93,put fry pan into cupboard.,put,pan:fry,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
957,P01_07,77.55,80.89,put saucepan into cupboard.,put,saucepan,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
958,P01_07,81.01,83.65,close cupboard.,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
959,P01_07,84.32,85.19,take colander.,take,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
960,P01_07,85.55,88.94,put colander into cupboard.,put,colander,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
961,P01_07,89.11,90.37,close cupboard.,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
962,P01_07,89.11,90.26,close cupboard.,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
963,P01_07,91.03,91.87,take glass.,take,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
964,P01_07,92.42,93.75,open cupboard.,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
965,P01_07,94.05,96.75999999999999,put glass into cupboard.,put,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
966,P01_07,102.28999999999999,103.87,open fridge,open,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
967,P01_07,103.47,104.64,take soy milk,take,milk:soy,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
968,P01_07,104.78999999999999,106.03999999999999,close fridge,close,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
969,P01_07,107.02000000000001,110.68,shake soy milk,shake,milk:soy,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
970,P01_07,110.61,112.47999999999999,open soy milk,open,milk:soy,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
971,P01_07,112.36,117.39,pour soy milk into cup,pour,milk:soy,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
972,P01_07,117.7,120.98,close soy milk,close,milk:soy,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
973,P01_07,121.92,122.71,open fridge,open,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
974,P01_07,122.65,123.83,put soy milk into fridge,put,milk:soy,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
975,P01_07,123.65,125.26,close fridge,close,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
976,P01_07,128.26,129.52,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
977,P01_07,130.58,132.7,take cereals,take,cereal,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
978,P01_07,132.8,134.21,close cupboard,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
979,P01_07,135.62,136.6,put down cereals,put-down,cereal,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
980,P01_07,137.54,140.16,open cereal box,open,box:cereal,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
981,P01_07,139.31,141.17000000000002,take cereal bag,take,bag:cereal,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
982,P01_07,142.35,143.98,unfold cereal bag,unfold,bag:cereal,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
983,P01_07,145.68,157.39,pour cereals,pour,cereal,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
984,P01_07,157.75,159.27,put in bag,put-in,bag,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_07.MP4
985,P01_08,0.71,2.42,take cereal bar,take,bar:cereal,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
986,P01_08,2.52,5.73,fold cereal bar,fold,bar:cereal,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
987,P01_08,6.89,12.73,put cereal bar into box,put,bar:cereal,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
988,P01_08,13.05,14.92,close box,close,box,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
989,P01_08,18.41,19.47,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
990,P01_08,20.23,22.53,put cereals into cupboard,put,cereal,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
991,P01_08,22.62,23.68,close cupboard,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
992,P01_08,24.42,25.87,move,move,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
993,P01_08,26.35,28.83,take cup,take,cup,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
994,P01_08,28.94,29.91,put down cup,put-down,cup,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
995,P01_08,30.01,30.92,take washing up liquid,take-up,liquid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
996,P01_08,31.37,33.42,pour washing up liquid,pour-up,liquid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
997,P01_08,32.4,34.23,put down liquid,put-down,liquid,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
998,P01_08,34.33,36.31,turn on tap,turn-on,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
999,P01_08,36.41,45.78,wash cup,wash,cup,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1000,P01_08,44.4,46.96,rinse spoon,rinse,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1001,P01_08,46.56,48.08,put spoon into rack,put,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1002,P01_08,48.18,59.28,rinse cup,rinse,cup,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1003,P01_08,59.38,60.1,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1004,P01_08,60.2,62.15,put down cup,put-down,cup,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1005,P01_08,62.61,70.11,dry hands,dry,hand,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1006,P01_08,68.58,70.47,hang cloth,hang,cloth,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1007,P01_08,71.61,72.81,take table cloth,take,cloth:table,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1008,P01_08,72.91,78.41,fold table cloth,fold,cloth:table,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1009,P01_08,79.8,80.66,put table cloth into cupboard,put,cloth:table,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1010,P01_08,82.38,83,take glass,take,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1011,P01_08,82.99,84.34,take bottle,take,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1012,P01_08,84.71000000000001,88.48,pour water into glass,pour,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1013,P01_08,88.58,90.39,put down bottle,put-down,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1014,P01_08,89.46000000000001,91.92,drink water,drink,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1015,P01_08,91.87,92.75999999999999,close bottle,close,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1016,P01_08,96.78,98.31,put down glass,put-down,glass,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_08.MP4
1017,P01_09,1.14,3,adjust lights,adjust,light,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1018,P01_09,3.91,5.73,take bag,take,bag,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1019,P01_09,6.71,7.7,put down bag,put-down,bag,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1020,P01_09,8.02,9.88,open bag,open,bag,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1021,P01_09,9.93,11.35,take flower off bag,take,bag,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1022,P01_09,12.36,13.88,take soy milk off bag,take,milk:soy,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1023,P01_09,14.01,18.07,take potatoes off bag,take,potato,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1024,P01_09,17.46,18.92,take something off bag,take,potato,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1025,P01_09,20.43,21.61,close bag,close,bag,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1026,P01_09,21.99,22.74,put down bag,put-down,bag,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1027,P01_09,24.58,26.13,take soy milk,take,milk:soy,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1028,P01_09,26.5,28.5,open fridge,open,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1029,P01_09,29.85,32.6,put soy milk into fridge,put,milk:soy,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1030,P01_09,32.95,34.45,close fridge,close,fridge,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1031,P01_09,36.3,37.31,take bottle,take,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1032,P01_09,37.4,38.65,put down bottle,put-down,bottle,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1033,P01_09,38.75,41.36,take potatoes,take,potato,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1034,P01_09,43.1,44.81,put down potato,put-down,potato,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1035,P01_09,44.7,46.09,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1036,P01_09,45.8,47.63,put potato into cupboard,put,potato,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1037,P01_09,48.65,51.4,take cutting board,take,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1038,P01_09,51.4,52.14,put down cutting board,put-down,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1039,P01_09,54.21,55.23,take spoon,take,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1040,P01_09,55.09,56.48,take cup,take,cup,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1041,P01_09,57.04,58.15,open cupboard,open,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1042,P01_09,58.69,60.74,put cup into cupboard,put,cup,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1043,P01_09,60.25,62.45,take measuring cup,take,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1044,P01_09,62.52,65.2,put down measuring cup,put-down,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1045,P01_09,64.85,65.87,open drawer,open,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1046,P01_09,66.1,67.1,put spoon into drawer,put,spoon,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1047,P01_09,66.88,67.56,close drawer,close,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1048,P01_09,69.24,71.72,take bowls,take,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1049,P01_09,73.9,75.24,put down bowl,put-down,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1050,P01_09,75.33,77.41,close cupboard,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1051,P01_09,78.89,79.82,put down bowls,put-down,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1052,P01_09,79.92,81.13,close cupboard,close,cupboard,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1053,P01_09,81.2,82.81,move bowl,move,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1054,P01_09,83.39,84.47,take measuring cup,take,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1055,P01_09,84.57,86.15,turn on tap,turn-on,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1056,P01_09,86.53,88.03999999999999,check water,check,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1058,P01_09,89.11,99.19,check water,check,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1059,P01_09,107.78,112.63,pour water into measuring cup,pour,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1060,P01_09,112.67,113.95,turn off tap,turn-off,tap,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1061,P01_09,113.28,114.62,put down cup,put-down,cup,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1062,P01_09,114.72,117.22,dry hands,dry,hand,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1063,P01_09,118.07,120.56,take yeast,take,yeast,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1064,P01_09,121.29,122.98,open box,open,box,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1065,P01_09,125.57,126.94,put down box,put-down,box,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1066,P01_09,127.44,129.65,take flour,take,flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1067,P01_09,130.77,132.39,move bowl,move,bowl,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1068,P01_09,131.65,132.96,put down flour,put-down,flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1069,P01_09,133.06,143.56,open four bag,open,bag,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1070,P01_09,146.16,153.86,pour flour into bowl,pour,flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1071,P01_09,153.96,155.59,put down flour bag,put-down,bag:flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1072,P01_09,157.14,158.39,move cutting board,move,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1073,P01_09,159.28,161.01,take yeast,take,yeast,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1074,P01_09,162.03,169.34,pour yeast into bowl,pour,yeast,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1075,P01_09,169.82,172.51,fold yeast,fold,yeast,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1076,P01_09,173.29,174.54,take box,take,box,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1077,P01_09,174.57,176.23,put yeast into box,put,yeast,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1078,P01_09,174.86,178.24,close box,close,box,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1079,P01_09,178.45,182.01,put yeast box into cupboard,put,box:yeast,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1080,P01_09,184.21,189.11,move cutting board and flower,move,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1081,P01_09,189.89,191.42,open drawer,open,drawer,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1082,P01_09,191.24,192.81,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1083,P01_09,194.34,195.08,put down spatula,put-down,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1084,P01_09,195.24,196.2,take salt,take,salt,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1085,P01_09,196.3,197.65,open salt,open,salt,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1086,P01_09,197.59,200.4,pour salt,pour,salt,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1087,P01_09,200.19,200.69,close salt,close,salt,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1088,P01_09,200.7,201.38,put down salt,put-down,salt,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1089,P01_09,202.07,203.11,take oil,take,oil,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1090,P01_09,202.62,203.97,open oil,open,oil,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1091,P01_09,204.31,206.22,pour oil,pour,oil,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1092,P01_09,206.46,208.57999999999998,close oil,close,oil,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1093,P01_09,208.68,210.13,put down oil,put-down,oil,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1094,P01_09,210.41,212.04,take measuring cup,take,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1095,P01_09,212.63,215.98,pour water into bowl,pour,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1096,P01_09,216.07999999999998,217.71,put down measuring cup,put-down,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1097,P01_09,217.81,218.9,take spatula,take,spatula,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1098,P01_09,218.7,226.63,stir flour,stir,flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1099,P01_09,226.73,227.93,take measuring cup,take,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1100,P01_09,228.05,232.32,pour water,pour,water,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1101,P01_09,232.01,233.44,put down measuring cup,put-down,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1102,P01_09,233.54,248.34,stir,stir,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1103,P01_09,242.24,252.49,continue stirring flour,stir,flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1104,P01_09,254.4,258.38,pour more water into bowl,pour,water:more,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1105,P01_09,258.48,259.72,put down measuring cup,put-down,cup:measuring,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1106,P01_09,260.62,269.52,stir flour,stir,flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1107,P01_09,269.62,297.59000000000003,continue stirring flour,stir,flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1108,P01_09,279.19,294.35,keep stirring flour,stir,flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1109,P01_09,294.45,313.88,keep stirring flour,stir,flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1110,P01_09,314.32,316.32,put cutting board in the rack,put,board:cutting,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
1111,P01_09,317.98,319.23,take flour,take,flour,C:\Users\galbo\EPIC-KITCHENS\P01\videos\P01_09.MP4
